1604836620,41.5,1.56,0
1604836670,41.5001,1.562,250
1604836720,41.5001,1.56401,500
1604836770,41.5002,1.56621,750
1604836820,41.5003,1.56884,1000
1604836870,41.5006,1.57191,1250
1604836920,41.5012,1.57548,1500
1604836970,41.502,1.57915,1750
1604837020,41.5026,1.58269,2000
1604837070,41.5032,1.58606,2250
1604837120,41.5041,1.58936,2500
1604837170,41.5053,1.59284,2750
1604837220,41.5066,1.59676,3000
1604837270,41.5079,1.60122,3250
1604837320,41.509,1.60626,3500
1604837370,41.5104,1.61182,3750
1604837420,41.5122,1.6177,4000
1604837470,41.5144,1.6238,4250
1604837520,41.5171,1.63006,4500
1604837570,41.5201,1.63646,4750
1604837620,41.5233,1.64299,5000
1604837670,41.5266,1.64962,5250
1604837720,41.5299,1.65639,5500
1604837770,41.5332,1.66333,5750
1604837820,41.5363,1.67051,6000
1604837870,41.5393,1.67799,6250
1604837920,41.542,1.68583,6500
1604837970,41.5445,1.69409,6750
1604838020,41.5467,1.70286,7000
1604838070,41.5487,1.71207,7250
1604838120,41.5504,1.72171,7500
1604838170,41.552,1.73183,7750
1604838220,41.5534,1.74241,8000
1604838270,41.5548,1.75339,8250
1604838320,41.5562,1.7647,8500
1604838370,41.5575,1.77619,8750
1604838420,41.5589,1.78785,9000
1604838470,41.5604,1.79964,9250
1604838520,41.5621,1.81159,9500
1604838570,41.5638,1.82397,9750
1604838620,41.5655,1.8368,10000
1604838670,41.5673,1.85017,10250
1604838720,41.569,1.86411,10500
1604838770,41.5708,1.87845,10750
1604838820,41.5726,1.89274,11000
1604838870,41.5743,1.90695,11250
1604838920,41.5759,1.92072,11500
1604838970,41.5775,1.93379,11750
1604839020,41.579,1.94616,12000
1604839070,41.5804,1.95779,12250
1604839120,41.5817,1.96865,12500
1604839170,41.5828,1.97875,12750
1604839220,41.5838,1.98821,13000
1604839270,41.5849,1.99731,13250
1604839320,41.5863,2.00607,13500
1604839370,41.5878,2.01448,13750
1604839420,41.5894,2.02266,14000
1604839470,41.5908,2.03072,14250
1604839520,41.5921,2.03867,14500
1604839570,41.5932,2.0465,14750
1604839620,41.5943,2.05421,15000
1604839670,41.5953,2.06162,15250
1604839720,41.5964,2.06868,15500
1604839770,41.5974,2.0754,15750
1604839820,41.5984,2.08178,16000
1604839870,41.5994,2.08782,16250
1604839920,41.6004,2.09347,16500
1604839970,41.6013,2.09864,16750
1604840020,41.6022,2.10331,17000
1604840070,41.6029,2.10749,17250
1604840120,41.6036,2.11118,17500
1604840170,41.6042,2.11436,17750
1604840220,41.6048,2.11705,18000
1604840270,41.6053,2.11924,18250
1604840320,41.6057,2.12093,18500
1604840370,41.6061,2.12231,18750
1604840420,41.6063,2.12357,19000
1604840470,41.6064,2.12472,19250
1604840520,41.6064,2.12575,19500
1604840570,41.6062,2.12667,19750
1604840620,41.606,2.12748,20000
1604840670,41.6056,2.12817,20250
1604840720,41.6051,2.12876,20500
1604840770,41.6045,2.12926,20750
1604840820,41.6038,2.12972,21000
1604840870,41.6032,2.13015,21250
1604840920,41.6025,2.13055,21500
1604840970,41.6018,2.13092,21750
1604841020,41.601,2.13127,22000
1604841070,41.6003,2.13158,22250
1604841120,41.5995,2.13186,22500
1604841170,41.5987,2.13211,22750
1604841220,41.5978,2.13233,23000
1604841270,41.5969,2.13251,23250
1604841320,41.596,2.13267,23500
1604841370,41.5951,2.13279,23750
1604841420,41.5941,2.133,24000
1604841470,41.593,2.13349,24250
1604841520,41.5919,2.13427,24500
1604841570,41.5907,2.13532,24750
1604841620,41.5895,2.13665,25000
1604841670,41.5882,2.13826,25250
1604841720,41.5869,2.14015,25500
1604841770,41.5855,2.14233,25750
1604841820,41.584,2.14478,26000
1604841870,41.5825,2.14752,26250
1604841920,41.5809,2.15054,26500
1604841970,41.5794,2.15388,26750
1604842020,41.578,2.15752,27000
1604842070,41.5765,2.16146,27250
1604842120,41.5752,2.16571,27500
1604842170,41.5738,2.17026,27750
1604842220,41.5726,2.17512,28000
1604842270,41.5713,2.18028,28250
1604842320,41.5701,2.18575,28500
1604842370,41.569,2.19151,28750
1604842420,41.5679,2.19758,29000
1604842470,41.5669,2.20395,29250
1604842520,41.5659,2.21062,29500
1604842570,41.5649,2.21759,29750
1604842620,41.564,2.22485,30000
1604842670,41.5629,2.23105,28066.9
1604842720,41.5615,2.23511,26398.8
1604842770,41.56,2.23736,24936.2
1604842820,41.5589,2.23807,23639.3
