1604836620,41.68,1.56,0
1604836670,41.6802,1.56184,250
1604836720,41.6805,1.56367,500
1604836770,41.6807,1.56565,750
1604836820,41.6809,1.56797,1000
1604836870,41.6811,1.5706,1250
1604836920,41.6814,1.57368,1500
1604836970,41.6818,1.57709,1750
1604837020,41.6822,1.58064,2000
1604837070,41.6826,1.58423,2250
1604837120,41.6834,1.58783,2500
1604837170,41.6846,1.5916,2750
1604837220,41.6859,1.59567,3000
1604837270,41.6871,1.60013,3250
1604837320,41.6882,1.60508,3500
1604837370,41.6896,1.61048,3750
1604837420,41.6914,1.61621,4000
1604837470,41.6936,1.6222,4250
1604837520,41.6963,1.62839,4500
1604837570,41.6993,1.63477,4750
1604837620,41.7026,1.64133,5000
1604837670,41.706,1.64807,5250
1604837720,41.7094,1.65501,5500
1604837770,41.7126,1.66216,5750
1604837820,41.7157,1.66956,6000
1604837870,41.7186,1.67725,6250
1604837920,41.7212,1.68526,6500
1604837970,41.7235,1.69366,6750
1604838020,41.7255,1.70252,7000
1604838070,41.7274,1.71183,7250
1604838120,41.729,1.72157,7500
1604838170,41.7305,1.73177,7750
1604838220,41.7319,1.74242,8000
1604838270,41.7333,1.75348,8250
1604838320,41.7346,1.76487,8500
1604838370,41.736,1.77645,8750
1604838420,41.7374,1.7882,9000
1604838470,41.739,1.80013,9250
1604838520,41.7407,1.81226,9500
1604838570,41.7425,1.82482,9750
1604838620,41.7444,1.83784,10000
1604838670,41.7463,1.85137,10250
1604838720,41.7482,1.86542,10500
1604838770,41.7501,1.87983,10750
1604838820,41.7519,1.89416,11000
1604838870,41.7537,1.90839,11250
1604838920,41.7554,1.92219,11500
1604838970,41.757,1.93531,11750
1604839020,41.7585,1.94776,12000
1604839070,41.7599,1.95944,12250
1604839120,41.7611,1.97031,12500
1604839170,41.7622,1.98035,12750
1604839220,41.7632,1.98974,13000
1604839270,41.7644,1.9988,13250
1604839320,41.7657,2.00755,13500
1604839370,41.7673,2.01599,13750
1604839420,41.7689,2.02418,14000
1604839470,41.7704,2.0322,14250
1604839520,41.7717,2.04004,14500
1604839570,41.7729,2.04772,14750
1604839620,41.774,2.05522,15000
1604839670,41.7751,2.06244,15250
1604839720,41.7762,2.06936,15500
1604839770,41.7773,2.07598,15750
1604839820,41.7784,2.0823,16000
1604839870,41.7795,2.08833,16250
1604839920,41.7806,2.094,16500
1604839970,41.7816,2.0992,16750
1604840020,41.7825,2.10393,17000
1604840070,41.7834,2.10818,17250
1604840120,41.7841,2.11196,17500
1604840170,41.7848,2.11525,17750
1604840220,41.7855,2.11807,18000
1604840270,41.786,2.12041,18250
1604840320,41.7865,2.12227,18500
1604840370,41.7869,2.12383,18750
1604840420,41.7872,2.12526,19000
1604840470,41.7873,2.12658,19250
1604840520,41.7874,2.12778,19500
1604840570,41.7873,2.12885,19750
1604840620,41.7871,2.12981,20000
1604840670,41.7868,2.13065,20250
1604840720,41.7863,2.13138,20500
1604840770,41.7858,2.13201,20750
1604840820,41.7852,2.1326,21000
1604840870,41.7846,2.13316,21250
1604840920,41.784,2.13369,21500
1604840970,41.7834,2.13419,21750
1604841020,41.7828,2.13466,22000
1604841070,41.7821,2.1351,22250
1604841120,41.7814,2.1355,22500
1604841170,41.7807,2.13587,22750
1604841220,41.7799,2.13621,23000
1604841270,41.7792,2.13652,23250
1604841320,41.7784,2.1368,23500
1604841370,41.7776,2.13704,23750
1604841420,41.7767,2.13737,24000
1604841470,41.7758,2.13798,24250
1604841520,41.7747,2.13885,24500
1604841570,41.7736,2.14001,24750
1604841620,41.7724,2.14143,25000
1604841670,41.7712,2.14313,25250
1604841720,41.7698,2.14511,25500
1604841770,41.7684,2.14736,25750
1604841820,41.7669,2.14988,26000
1604841870,41.7654,2.15268,26250
1604841920,41.7637,2.15576,26500
1604841970,41.7622,2.15914,26750
1604842020,41.7606,2.16282,27000
1604842070,41.7592,2.1668,27250
1604842120,41.7577,2.17107,27500
1604842170,41.7563,2.17564,27750
1604842220,41.755,2.1805,28000
1604842270,41.7537,2.18566,28250
1604842320,41.7524,2.19112,28500
1604842370,41.7512,2.19687,28750
1604842420,41.7501,2.20291,29000
1604842470,41.749,2.20924,29250
1604842520,41.7479,2.21587,29500
1604842570,41.7469,2.22279,29750
1604842620,41.7459,2.23,30000
1604842670,41.7448,2.23617,28066.9
1604842720,41.7433,2.24026,26398.8
1604842770,41.7418,2.24258,24936.2
1604842820,41.7407,2.24341,23639.3
1604842870,41.7399,2.2438,22462.4
1604842920,41.7392,2.24434,21385.1
1604842970,41.7387,2.24503,20392
1604843020,41.7385,2.24602,19470.8
1604843070,41.7388,2.24734,18611.8
1604843120,41.7394,2.24951,17807
1604843170,41.7401,2.25325,17050.2
1604843220,41.7408,2.2585,16335.8
1604843270,41.7417,2.26494,15659.4
1604843320,41.7427,2.27218,15017.1
1604843370,41.7439,2.27997,14405.7
1604843420,41.7454,2.28787,13822.3
1604843470,41.7467,2.29615,13264.4
1604843520,41.7478,2.30521,12730
1604843570,41.749,2.31569,12217.1
1604843620,41.7505,2.32788,11724
1604843670,41.7523,2.34145,11249.4
1604843720,41.7542,2.35587,10791.4
1604843770,41.7563,2.37045,10346.6
1604843820,41.7582,2.3841,9913.86
1604843870,41.76,2.39659,9492.39
1604843920,41.7616,2.4081,9081.49
1604843970,41.7632,2.41921,8680.52
1604844020,41.7648,2.4301,8288.9
1604844070,41.7664,2.44071,7906.13
1604844120,41.7683,2.45083,7531.72
1604844170,41.7703,2.46028,7165.23
1604844220,41.7725,2.46908,6806.26
1604844270,41.7748,2.47737,6454.45
1604844320,41.7771,2.48522,6109.44
1604844370,41.7794,2.49271,5770.93
1604844420,41.7817,2.49991,5438.62
1604844470,41.784,2.50687,5112.23
1604844520,41.7864,2.51361,4791.52
1604844570,41.7887,2.52008,4476.24
1604844620,41.791,2.52614,4166.17
1604844670,41.793,2.53158,3861.11
1604844720,41.7949,2.53639,3560.86
1604844770,41.7966,2.54079,3265.24
1604844820,41.7982,2.54512,2974.06
1604844870,41.7999,2.54955,2687.19
1604844920,41.8014,2.55408,2404.45
1604844970,41.8027,2.5586,2125.7
1604845020,41.8037,2.56313,1850.82
1604845070,41.8044,2.5676,1579.66
1604845120,41.8051,2.57161,1312.11
1604845170,41.8057,2.57493,1048.05
1604845220,41.8063,2.57778,787.368
1604845270,41.807,2.58019,529.962
1604845320,41.8079,2.58229,275.731
1604845370,41.8089,2.58417,24.5809
1604845375,41.809,2.58432,-0.368208
